Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
KIC Roxbury LLC,1101776000,Other - Specialty Hospital,45-59 Townsend Street,150000,Other - Specialty Hospital,737042.4,1,,,,,,,,
347 Congress Street,602695000,Office,347 Congress Street,91520,Office,4993086.8,0.8566,0.1434,,,,,,,66
Old South Church in Boston,501387000,Worship Facility,645 Boylston Street,54860,Worship Facility,2591059.7,0.4828,0.5172,,,,,,,
West End Parent - 19155,300449000,Multifamily Housing,4 emerson place,612332,"Multifamily Housing, Parking",24934275.7,0.519,0.481,,,,,,,48
"07588- Boston, MA",2100475000,Supermarket/Grocery Store,1065 Commonwealth Ave,64485,Supermarket/Grocery Store,18494449.4,0.6332,0.3668,,,,,,,52
"07602- Boston, MA",401037400,Supermarket/Grocery Store,53 Huntington Ave,59527,Supermarket/Grocery Store,14360874.7,0.6574,0.3426,,,,,,,71
Benjamin Healthcare Center,1001342000,Senior Living Community,120 Fisher Avenue,96500,"K-12 School, Parking, Senior Living Community",5605559,0.67,0.393,,,,,,,81
The Barclay,501221000,Multifamily Housing,12 Commonwealth Avenue,42860,Multifamily Housing,3099507.1,0.1637,0.66,,0.8296,,,,,82
4-8-12 ELKO ST,2202338000,Multifamily Housing,4 Elko Street,48392,Multifamily Housing,2520820.2,0.1388,0.8612,,,,,,,93
Westside Crossing,601520004,Multifamily Housing,339 D St,41760,Multifamily Housing,964960,0.5218,0.4782,,,,,,,100
Carson Tower,701483000,Multifamily Housing,1410 Columbia Rd,147560,Multifamily Housing,9372272.2,0.1537,0.8463,,,,,,,94
West Square,601509010,Multifamily Housing,320 D St,351089,Multifamily Housing,11346006.6,0.482,0.5198,,,,,,,97
Garrison Condominium,401011000,Multifamily Housing,8 Garrison St,73000,Multifamily Housing,4381798.5,0.1542,0.8458,,,,,,,94
Federal Express Building,603405000,Distribution Center,775 Summer Street,164000,"Distribution Center, Parking",5747046.8,0.3419,0.6581,,,,,,,55
Institute of Contemporary Art Boston,602671041,Museum,25 Harbor Shore Dr.,65000,Museum,9922952.7,0.4414,0.5586,,,,,,,
Boston Chinese Evangelical Offices,306175000,Office,120 Shawmut Ave,44526,"Office, Parking",2529697.5,0.251,0.749,,,,,,,58
27 Drydock: 27 Dry Dock Avenue,602674014,Laboratory,27 Dry Dock Avenue,289613,"Laboratory, Office, Restaurant",59477305.5,0.5256,0.4744,,,,,,,
7 Warren Ave,500826000,Multifamily Housing,7 Warren Avenue,45000,Multifamily Housing,2758773.6,0.4615,0.5385,,,,,,,24
191 Commonwealth Ave,502952000,Multifamily Housing,191 Commonwealth Ave,40203,Multifamily Housing,2671371.2,0.2291,0.779,,,,,,,
Camelot Court,2.10E+19,Multifamily Housing,10 & 11 Camelot Court,137291,Multifamily Housing,11222093.2,0.1643,0.8357,,,,,,,76
Jamaicaway Tower and Townhouses,1002149000,Multifamily Housing,111 Perkins Street,398510,Multifamily Housing,23340100.3,0.2839,0.7161,,,,,,,75
Mandela Homes (Building 04),901855000,Multifamily Housing,10 Hammond Street,61440,Multifamily Housing,622830.4,1,,,,,,,,100
Mandela Homes (Building 03),901150000,Multifamily Housing,9 Greenwicj St,6823,Multifamily Housing,198096.2,1,,,,,,,,
"Mandela Homes (Buildings 09,10,11)",901855000,Multifamily Housing,53-57 Windsor Street,9579,Multifamily Housing,319455.1,1,,,,,,,,
Mandela Homes (Parent Property),901855000,Multifamily Housing,1855 Washington Street,269622,Multifamily Housing,26395797.7,0.1913,0.887,,,,,,,21
"Mandela Homes (Buildings 01,02)",901855000,Multifamily Housing,1-5 Greenwich St,12156,Multifamily Housing,344497.5,1,,,,,,,,
"Mandela Homes (Buildings 17,18,19,20,21)",901150000,Multifamily Housing,1835-1841 Washingtom St,32480,Multifamily Housing,682179.9,1,,,,,,,,100
Mandela Homes (Building 14),901150000,Multifamily Housing,560 Shawmut St,6823,Multifamily Housing,195316.1,1,,,,,,,,
"Mandela Homes (Buildings 05,06,07,08)",901855000,Multifamily Housing,22-34 Hammond St,26172,Multifamily Housing,609044.2,1,,,,,,,,
Mandela Homes (Building 22),901150000,Multifamily Housing,1855 Washington Street,89088,Multifamily Housing,1391969.5,1,,,,,,,,100
"Mandela Homes (Buildings 12, 13)",901150000,Multifamily Housing,150-160 North Hampton St,12217,Multifamily Housing,329220.6,1,,,,,,,,
"Mandela Homes (Buildings 15,16)",901150000,Multifamily Housing,579-580 Shawmut St,12844,Multifamily Housing,357692.1,1,,,,,,,,
Holy Name Parish School,2005897000,K-12 School,535 West Roxbury Parkway,116610,"K-12 School, Parking",952418.4,1,,,,,,,,100
Boylston - 1163 Boylston Street,504178000,Multifamily Housing,1163 Boylston St,174700,Multifamily Housing,16679514.4,0.1145,0.8855,,,,,,,81
Hemenway Park Drive: 26 Hemenway,401397000,Multifamily Housing,26 Hemenway Street,30720,Multifamily Housing,1423498.4,0.215,0.785,,,,,,,100
Parkside Tower: 91 Westland,401474000,Multifamily Housing,91 Westland Avenue,146400,Multifamily Housing,2213659.4,0.9497,0.53,,,,,,,100
Hemenway Park Drive: 121 Park,504274000,Multifamily Housing,121 Park Drive,33360,Multifamily Housing,871205.4,0.2887,0.7113,,,,,,,100
Clearway: Clearway Street,"0401201000, 0401200000, 0401199000, 0401198000, 0401197000, 0401196000, 0401195000, 0401194000, 0401193000, 0401192000, 0401191000, 0401190000, 0401189000, 0401188000",Multifamily Housing,16 Clearway Street,82000,Multifamily Housing,1916264.4,1,,,,,,,,100
280 Summer Street,602698000,Office,280,138350,Office,5404953.5,0.693,,,0.397,,,,,
10 Tremont Street,302854000,Office,10 Tremont Street,38000,Office,1459263.6,,,,0.1,,,,,99
573 575 Boylston Street,501305000,Office,575 Boylston Street,36801,Office,1688563.5,1,,,,,,,,50
Lafayette City Center,304500200,Office,2 Avenue de Lafayette,615892,Office,19629633.1,0.9937,0.63,,,,,,,91
Landmark Square,504311000,Multifamily Housing,75 Peterborough Street,203565,"Multifamily Housing, Parking",10606416.3,0.3791,0.629,,,,,,,75
St Germain,401229000,Multifamily Housing,8-67 St Germain Street,159042,Multifamily Housing,3257919.9,0.816,0.184,,,,,,,100
The Viridian,504225000,Multifamily Housing,1282 Boylston Street,359560,"Multifamily Housing, Parking, Retail Store",14878684.9,0.6245,0.3755,,,,,,,79
Danker & Donohue Building,503008000,Office,341 Newbury Street,41994,"Office, Parking, Retail Store",518036.3,0.9519,0.481,,,,,,,99
Comcast Building,602818000,Office,426 East First Street,204681,"Non-Refrigerated Warehouse, Office, Parking",4715930.4,0.3139,0.6861,,,,,,,
south boston health center,601141000,Medical Office,409 west broadway,40000,Medical Office,4733722.3,0.594,0.46,,,,,,,18
BOS Office 3 LLC,304603000,Office,63 Franklin Street,34075,Office,1650963.2,0.6266,0.3734,,,,,,,
Boston Collegiate Charter School,702972010,K-12 School,11 Mayhew Street,60133,K-12 School,2911731.3,0.357,0.6943,,,,,,,83
Carol Avenue Cooperative,"2101746000, 2101747000",Multifamily Housing,6 Carol Avenue,40488,Multifamily Housing,2774295.8,0.1972,0.5871,,0.2156,,,,,70
Brian Honan Apts,2201764010,Multifamily Housing,61 Everett Square,61999,Multifamily Housing,3763996.1,0.2293,0.777,,,,,,,74
Brighton Allston Apartments,"2204054000, 2101102000",Multifamily Housing,493 Washington St.,63256,Multifamily Housing,3271516.5,0.2129,0.7871,,,,,,,94
Commonwealth Apartments,2101031000,Multifamily Housing,1293 Commonwealth Avenue,150870,Multifamily Housing,8880782.1,0.2397,0.763,,,,,,,91
75 Arlington Street,501151000,Office,75 Arlington Street,258979,"Convenience Store without Gas Station, Office, Restaurant, Retail Store, Self-Storage Facility",10958911.2,0.567,0.4393,,,,,,,84
10 St. James Ave.,501152000,Office,10 St. James Avenue,724610,"Financial Office, Fitness Center/Health Club/Gym, Office, Parking, Retail Store, Self-Storage Facility",30177546.4,1,,,,,,,,77
75 State Street,303860000,Mixed Use Property,75 State Street,1048261,"Financial Office, Office, Other, Other - Restaurant/Bar, Parking, Retail Store",38451770.6,0.9968,,,,,,0.3232,,84
Brighton Marine,2101829500,Medical Office,77 Warren Street,204504,Medical Office,17717551,0.2848,0.7152,,,,,,,
Mass. Wholesale Food Terminal,801021070,Manufacturing/Industrial Plant,130 Newmarket Square,199200,"Manufacturing/Industrial Plant, Parking",22084164.3,0.566,0.434,,,,,,,
2-22 Foodmart Road,801024020,Manufacturing/Industrial Plant,2-22 Foodmart Road,210885,"Manufacturing/Industrial Plant, Parking",18888316.4,0.9172,0.828,,,,,,,
1-63 Foodmart Road,801024010,Manufacturing/Industrial Plant,1-63 Foodmart Road,176566,Manufacturing/Industrial Plant,9451912.3,1,,,,,,,,
Food Mart Parent Property,0801024010;0801024020,Manufacturing/Industrial Plant,1-63/2-22 Foodmart Road,387451,"Manufacturing/Industrial Plant, Parking",39094228.6,0.6849,0.3151,,,,,,,
11 Nevins Street,2101835200,Medical Office,11 Nevins Street,50676,Medical Office,8265302.4,0.4197,0.583,,,,,,,14
670 Albany Street,801066100,Laboratory,670 Albany Street,171216,"Laboratory, Medical Office",57001232.9,0.4131,0.7,0.5861,,,,,,
Harborside Inn,303808000,Hotel,185 State Street,62370,Hotel,Not Available,,,,,,,,,
101 Merrimac Street,301675000,Office,101 Merrimac Street,171532,"Office, Parking",7796572.3,0.859,0.141,,,,,,,85
Boston Baptist College,1810945000,Adult Education,950 Metropolitan Ave,40425,Adult Education,3389188.1,0.1399,0.861,,,,,,,
"175 Berkeley St., Boston, MA (0001)",0501153000 0501155000,Office,175 Berkeley St.,522349,"Office, Parking, Restaurant",26401933.4,0.514,0.4986,,,,,,,90
"157 Berkeley St., Boston, MA (043D)",0501149000 0501150000 0501148000,Office,157 Berkeley Street,848712,"Office, Parking, Restaurant",28309737.2,0.6535,0.3465,,,,,,,96
Fensgate,401777000,Multifamily Housing,73 Hemenway,56000,Multifamily Housing,3778952.8,0.121,0.8799,,,,,,,78
The Longwood: The Longwood,1000017000,Multifamily Housing,1575 Tremont Street,167113,Multifamily Housing,10069992,0.2945,0.755,,,,,,,77
172-The Boxer (Bulfinch) Hotel,301676000,Hotel,107 Merrimac Street,41503,Hotel,3235249.7,0.3682,0.6318,,,,,,,87
Cummins Towers,1806659000,Multifamily Housing,950 Canterbury Street,206955,Multifamily Housing,22726980.5,0.2146,0.7854,,,,,,,25
Unitarian Universalist Association,602664000,Office,24 Farnsworth Street,87975,"Office, Parking",4579987.1,0.447,0.5593,,,,,,,73
Saint Joseph Preparatory High School,2101375010,K-12 School,617 Cambridge Street,80807,K-12 School,4187617.9,0.183,0.8197,,,,,,,63
Sisters of Saint Joseph of Boston,2101375010,Multifamily Housing,631/637 Cambridge St,121245,"Multifamily Housing, Office, Worship Facility",5495795.1,0.1249,0.8751,,,,,,,98
One Charles Condominium,500105010,Multifamily Housing,One Charles Street South,326000,Multifamily Housing,38162902,0.3435,0.6565,,,,,,,1
Warehouse,1101222000,College/University,76 Atherton Street,140197,College/University,6876632.7,0.97,0.93,,,,,,,
"Rubenstein,Burstein Campus",402033000,College/University,454-458-460 Huntington Avenue,81306,College/University,3864600.5,0.1834,0.8166,,,,,,,
"Cahners,Cushing,kerr,Melvin Campus",Voluntary,College/University,90 The Fenway,99293,College/University,7510718.1,0.176,0.824,,,,,,,
Interdisciplinary Science & Engineering Comples (ISEC),901340000,College/University,805 Columbus Avenue,238608,College/University,35354815,0.4592,0.548,,,,,,,
Loftman Hall,Voluntary,College/University,"163, 157, 153 Hemenway Street",53219,College/University,3232993.9,0.1627,0.8373,,,,,,,
780 Columbus Avenue,901364000,College/University,780 Columbus Avenue,40273,College/University,2724936.2,0.3874,0.6126,,,,,,,
Kennedy Hall,401725000,College/University,115 Hemenway Street,46925,College/University,1797122.8,0.1454,0.8546,,,,,,,
Smith Hall,401728000,College/University,125 Hemenway Street,59225,College/University,4644039.1,0.2693,0.737,,,,,,,
International Village,902704040,College/University,1155-1175 Tremont Street,495301,College/University,26732048.7,0.6256,0.3744,,,,,,,
Columbus Place,901417000,College/University,716 Columbus Avenue,124192,College/University,11964833.3,0.372,0.628,,,,,,,
337 Huntington Avenue,401679000,College/University,337 Huntington Avenue,50023,College/University,2774862.8,0.65,0.9395,,,,,,,
10 Coventry Street,901381010,College/University,10 Coventry Street,69739,College/University,2232939.3,0.5793,0.427,,,,,,,
Davenport Commons A,901434010,College/University,700 Columbus Avenue,122719,College/University,6541813.6,0.3943,0.657,,,,,,,
140 The Fenway,401706000,College/University,140 The Fenway,148145,College/University,28261892.2,0.5414,0.4586,,,,,,,
Northeastern University Big Campus,401620000,College/University,360 Huntington Avenue,4921206,College/University,631128711.3,0.3442,0.6557,,0.1,,,,,
Davenport Commons B,901335010,College/University,696 Columbus Avenue,76325,College/University,4274794.8,0.3476,0.6524,,,,,,,
Church Park Apartments,401425000,Multifamily Housing,221 Massachusetts Avenue,650000,"Multifamily Housing, Parking",36142717.6,0.4166,0.5834,,,,,,,38
40 Broad St.,303824000,Office,40 Broad St.,309915,"Office, Restaurant",12047333.8,0.7645,,0.2355,,,,,,82
One Bowdoin Square,302621000,Office,One Bowdoin Square,169923,"Office, Parking",8591389,0.5641,0.4359,,,,,,,74
BIDMC East && West Campus,0401862000 0401861000 0401944000 0401954000 0401964001 0401942000,Hospital (General Medical & Surgical),330 Brookline Ave.,3226852,"Hospital (General Medical & Surgical), Laboratory, Parking",811193755.1,0.2631,0.38,0.4481,0.2,,0.2831,,,29
BIDMC Research North,2100067000,Laboratory,95 Brookline Ave,114681,Laboratory,24910006.2,0.6477,0.3523,,,,,,,
SS Brighton MA LLC,2201904000,Self-Storage Facility,145 N. Beacon St.,128855,Self-Storage Facility,1426452.9,0.7158,0.2842,,,,,,,
One Beacon,302720000,Office,1 Beacon Street,1279675,"Data Center, Office, Parking",63891969.7,0.5394,0.79,0.4527,,,,,,84
Hilton Boston Downtown/Faneuil Hall,304029000,Hotel,89 Broad St,338757,"College/University, Hotel, Restaurant",38241107.1,0.2487,0.865,0.6648,,,,,,52
Westin Boston Waterfront Hotel,602805010,Hotel,425 Summer Street,990000,"Heated Swimming Pool, Hotel, Parking",55344017.9,0.4212,0.5788,,,,,,,83
Garrison Square,"400972000, 400971000",Multifamily Housing,32 Garrison Street,191013,Multifamily Housing,6145509.4,0.7972,0.228,,,,,,,95
Pier 4,602641050,Multifamily Housing,142 Northern Avenue,484770,"Multifamily Housing, Restaurant",19251585.2,0.6433,0.3567,,,,,,,85
School,1601296000,K-12 School,197 Centre Street,37680,K-12 School,190253.1,1,,,,,,,,100
90 Canal,301619000,Office,90 Canal Street,85199,Office,8408881.3,0.3563,0.6437,,,,,,,38
175 Federal Street,304231000,Office,175 Federal Street`,227365,"Bank Branch, Data Center, Office",8798301.8,1,,,,,,,,81
Massachusetts Historical Society,401754000,Museum,1154 Boylston St.,48000,Museum,5255610.6,0.3153,,0.6847,,,,,,
TDC III: 400 Mass Ave,900740000,Multifamily Housing,400 Massachusetts Avenue,60000,Multifamily Housing,2709744.5,0.2568,0.7432,,,,,,,100
Walbridge/Commonwealth Assoc LLC: 1350 Commonwealth Avenue,2101454000,Multifamily Housing,1350 Commonwealth Avenue,29096,Multifamily Housing,1613859.8,0.187,0.813,,,,,,,63
The Gillette Company LLC,601169000,Manufacturing/Industrial Plant,One Gillette Park,1526083,Manufacturing/Industrial Plant,915076627.9,0.57,0.9872,,0.71,,,,,
33 Broad Street,303840000,Office,33 Broad Street,40933,"Food Service, Office, Self-Storage Facility",4631620.3,0.215,0.7895,,,,,,,41
Liberty Wharf-Boston Reporting,602673121,Restaurant,250 Northern Ave,87876,"Office, Parking, Restaurant",23482489.1,0.4747,0.5253,,,,,,,
One Channel Center Parking Structure,602749050,Parking,116 W. First Street,342090,Parking,1320893.2,1,,,,,,,,
One Channel Center,602750011,Financial Office,1 Iron St,501650,Financial Office,22689546.6,0.8449,0.1157,,,,,0.3942,,86
One Federal St,1191515,Office,One Federal Street,1196061,"Data Center, Office, Other, Parking, Restaurant",87626771.3,0.681,,0.3919,,,,,,67
125 High St.,304102000,Office,125 High Street,1942255,"Office, Parking",92388783.2,1,,,,,,,,57
Devonshire,303895000,Multifamily Housing,One Devonshire Place,785065,"Heated Swimming Pool, Multifamily Housing, Office, Parking",30956874.1,0.6241,0.3759,,,,,,,89
30 Dalton,401323010,Multifamily Housing,30 Dalton Street,270000,"Food Sales, Multifamily Housing, Parking",10426070.5,0.674,0.3296,,,,,,,81
The Harlo,504313000,Multifamily Housing,1350 Boylston Street,238800,"Multifamily Housing, Other, Parking",12373319.1,0.3896,0.614,,,,,,,72
99 Kneeland Street,0304980014;0304980012;0304980010;0304980016,Multifamily Housing,One Greenway,360229,"Multifamily Housing, Other, Parking",19826772.4,0.6846,0.3154,,,,,,,32
Flats on D,602842000,Multifamily Housing,411 D Street,237984,"Fast Food Restaurant, Multifamily Housing",9973567.3,0.5799,0.421,,,,,,,81
The Kensington,0304896020;2203382000,Multifamily Housing,665 Washington Street,368665,"Multifamily Housing, Other, Parking",17638771.1,0.6613,0.3387,,,,,,,62
Continuum,2200534010,Multifamily Housing,199 N Harvard Street,487125,"Multifamily Housing, Other, Parking",18732234.5,0.6569,0.3431,,,,,,,91
The Pierce,2100054000,Multifamily Housing,200 Brookline Avenue,408354,"Heated Swimming Pool, Multifamily Housing, Other, Restaurant",24624867.1,0.6653,0.3347,,,,,,,30
333 Summer,"0602765015, 0602765030, 0602765050",Office,333 Summer Street,117801,Office,4136435.4,0.996,0.4,,,,,,,76
Two Financial Center,304300010,Office,60 South Street,294906,"Office, Parking",14508561.1,1,,,,,,,,47
320 Summer Street,602689000,Office,320 Summer Street,115331,Office,7134249.6,0.6179,0.3821,,,,,,,58
Ramada Boston,1602588000,Hotel,800 Morrissey Blvd,59200,"Heated Swimming Pool, Hotel",4432754.1,0.743,0.2958,,,,,,,27
Comfort Inn Boston,1602553000,Hotel,944 Morrissey Blvd,47094,Hotel,2868467.2,0.7314,0.2686,,,,,,,48
Boston Bowl,1602582000,Other - Entertainment/Public Assembly,820 William T. Morrissey Blvd,95096,"Other - Entertainment/Public Assembly, Parking",4345442.1,0.452,0.548,,,,,,,
NSTAR Mass Ave Building A-ID NOT ACTIVE ALL DATA TRANSFERRED TO NEW ACCT,703584000,Office,1165 Massachusetts Ave,400011,"Office, Parking",Not Available,,,,,,,,,
Eversource Energy Substation 53,304385000,Energy/Power Station,75 High Street,60195,Energy/Power Station,Not Available,,,,,,,,,
Station 514 - ID NOT ACTIVE ALL DATA TRANSFERRED TO NEW ACCT,304520000,Energy/Power Station,67 Kingston St. (Chauncy St.),80250,Energy/Power Station,Not Available,,,,,,,,,
Eversource Energy Mass Ave SC,703584000,Office,1165 Massachusetts Avenue,208023,Office,33398660.3,0.7672,0.2328,,,,,,,
Eversource Energy Substation 514,304520000,Energy/Power Station,75 Kingston Street ,82353,Energy/Power Station,Not Available,,,,,,,,,
Eversource Energy Substation 71,500082000,Energy/Power Station,80-84 Warrenton Street,40500,Energy/Power Station,Not Available,,,,,,,,,
101 Huntington Ave,401037101,Office,101 Huntington Ave,830995,"Office, Parking",38194990.8,0.5128,0.138,0.4734,,,,,,80
888 Boylston Street,401037104,Office,888 Boylston Street,436969,"Office, Other - Restaurant/Bar, Retail Store",26131720.6,0.7133,0.2867,,,,,,,74
111 Huntington Ave,401037500,Office,111 Huntington Ave,1034179,"Data Center, Office",66627558.8,0.616,0.22,0.3962,,,,,,75
Prudential Tower,401037100,Office,800 Boylston Street,1940299,"Office, Parking",127815232.2,0.5972,0.19,0.3918,,,,,,62
Washington Street Boston LP,304486000,Office,600 Washington Street,251464,"Office, Other",20232381.5,0.4269,0.131,,0.56,,,,,81
