Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
The Liberty Hotel,300445010,Hotel,215 Charles St,240000,Hotel,45892888.9,0.322349277,0.649950394,,,,,,,4
The Longwood: The Longwood,1000017000,Multifamily Housing,1575 Tremont Street,167113,Multifamily Housing,16616135.2,0.356928315,0.612399874,,,,,,,8
The MASCO Building,1996100,Office,375 Longwood Avenue,83307,"Office, Pre-school/Daycare, Restaurant",10517328.1,0.570057709,0.380955701,,,,,,,
The Mecca at Grove Hall,1400641010,Other - Mall,456 - 474 Blue Hill Avenue,77161,Other - Mall,14302830.5,0.601304493,0.347023808,,,,,,,
The Metropolitan: 1 Nassau Street,305424030,Multifamily Housing,1 Nassau St,350000,Multifamily Housing,21116974.3,0.473521953,0.485787043,,,,,,,39
The Park Drive Condominium,504253000,Multifamily Housing,63-69 Park Drive,35000,Multifamily Housing,2877418.7,0.133235484,0.855315287,,,,,,,71
The Paulist Center,304681000,Worship Facility,5 Park Street,36360,"Residence Hall/Dormitory, Worship Facility",2452696.8,0.334812326,0.042029206,0.594387207,,,,,,57
The Porter Condominium Trust,104164010,Multifamily Housing,156 Porter Street,165000,Multifamily Housing,5021693.2,0.874097487,0.050789025,,,,,,,89
The Portland Group Boston,800958000,Distribution Center,82 Gerard Street,42030,Distribution Center,2781796.1,0.190409217,0.793228411,,,,,,,36
The Residences at 210 South: 210 South Street,305358202,Multifamily Housing,210 South Street,92720,Multifamily Housing,4540989.1,0.5241492,0.43080927,,,,,,,56
The Roxbury Latin School,2003263000,K-12 School,101 St. Theresa Avenue,220700,K-12 School,19345489.5,0.30097677,0.673159493,,,,,,,39
The Schoolhouse on Monument Square Condominium,203150000,Multifamily Housing,30 Monument Square,66863,"Multifamily Housing, Parking",2823288.6,0.450378522,,,,,,,,86
The Starboard Condominiums,203511400,Multifamily Housing,45 First Avenue,47454,Multifamily Housing,2099293.4,0.359080856,0.610062414,,,,,,,92
The Stearns: 10 Temple Place,304794000,Multifamily Housing,10 Temple Pl,135344,Multifamily Housing,9998962.7,0.25286608,0.725404466,,,,,,,59
The Tudor Condominium Trust,501604000,Multifamily Housing,34 1/2 Beacon Street,45000,Multifamily Housing,2846322.8,0.538650482,0.415061812,,,,,,,
The Vendome,501383000,Multifamily Housing,160 Commonwealth Ave.,98982,Multifamily Housing,5167531.5,0.682586477,0.258757029,,,,,,,38
The Verb Hotel,504208000,Hotel,1271 Boylston St,34509,"Hotel, Swimming Pool",6095840,0.372887823,0.595068949,,,,,,,1
The Victor by Windsor,301536000,Multifamily Housing,110 Beverly St.,231139,Multifamily Housing,15452738.6,0.559161369,0.392788402,,,,,,,43
The Viridian,504225000,Multifamily Housing,1282 Boylston Street,272845,"Multifamily Housing, Parking, Retail Store",15481151.2,0.585849232,0.363807202,,,,,,,78
Thomas Johnson Community Center,402043000,Other - Recreation,68 Annunciation Rd,39600,Other - Recreation,1629936.8,0.168561342,0.816953762,,,,,,,
THOMPSON,1702514000,K-12 School,100 Maxwell St.,75508,K-12 School,4791581.2,0.175262269,0.809677002,,,,,,,71
Thomson Portfolio - 11 Farnsworth St - Parcel 06-02658-001,602658001,Financial Office,11 Farnsworth Street,45280,Financial Office,3129219,0.579778317,,,,,,,,91
Thomson Portfolio - 12-22 Thomson Place - Parcel 0602654010,602654010,Financial Office,12-44 Thomson Place,184479,"Financial Office, Office",3743096.1,0.464480184,0.495605763,,,,,,,
Thomson Portfolio - 25 Thomson Place - Parcel 0602652010,602652010,Office,25-35 Thomson Place,117469,Office,6767804.3,0.593506422,0.355492002,,,,,,,
Thomson Portfolio - 26 Thomson Place,602654010,Office,26 Thomson Place,33942,Office,2282689.1,0.59858765,,,,,,,,74
Thomson Portfolio - 35 Thomson Place,602652010,Office,35-37 Thomson Place,53100,Office,4756190.2,0.43001591,0.533031669,,,,,,,53
Thomson Portfolio - 44 Thomson Place,602654010,Office,42-56 Thomson Place,32384,Office,377200,0,1,,,,,,,
Thomson Portfolio 30-36 Thomson Place,602654010,Office,30/36 Thomson Place,73363,Office,5138776.8,0.545444014,0.407684549,,,,,,,79
Tiffany Terrace,1704098000,Multifamily Housing,2165 Dorchester Avenue,27300,Multifamily Housing,106475.1,0.920868505,,,,,,,,100
TIMILITY,903337000,K-12 School,205 Roxbury St.,83120,K-12 School,3572270.9,0.227164237,0.753314957,,,,,,,90
TOBIN,1000014000,K-12 School,40 Smith St.,64091,K-12 School,4944011.6,0.122209786,0.867288418,,,,,,,61
Tobin Community Center,1000010000,Other - Recreation,1481 Tremont St,50000,Other - Recreation,4413936.5,0.341703537,0.628932926,,,,,,,
Tow Lot,801024035,Other - Public Services,200 Frontage Rd,46154,Other - Public Services,1194080.5,0.920867325,0,,,,,,,
Tower Point,602754010,Office,27-43 Wormwood Street,156510,"Data Center, Office, Parking",12962816.7,0.920867415,,,,,,,,36
Towers at Longfellow - 19137,300470000,Multifamily Housing,5 Longfellow Place,994177,"Multifamily Housing, Parking, Swimming Pool",40558586.9,0.565826162,0.385550893,,,,,,,92
Training Academy / Fire Academy,107066000,Fire Station,200 Moon Island,7007,Fire Station,339351.6,0.920866925,,,,,,,,
Transorg LP c/o KeyPoint Partners LLC,603405100,Other,21 Powerhouse Street,60000,Other,7868707.2,0.549359033,,,,,,,,
Tremont on the Common Condominium,304850000,Multifamily Housing,151 Tremont Street,517000,"Multifamily Housing, Parking, Swimming Pool",23584997.7,0.317941096,0.03538125,0.619356134,,,,,,92
Tremont Residential (Grandview Condo),304847010,Multifamily Housing,165 Tremont St,156534,Multifamily Housing,7294858.3,0.221477572,0.759490256,,,,,,,97
Tremont Temple Baptist Church,304702001,Worship Facility,88 Tremont St,56473,Worship Facility,2766345,0.114558412,0.005458466,0.870138793,,,,,,59
Trilogy,2100051018,Multifamily Housing,170 Brookline Avenue,142773,Multifamily Housing,Not Available,,,,,,,,,
Trinity Church,401091000,Worship Facility,206 Clarendon Street,65000,Worship Facility,3517869948,0.000715342,1.13E-05,0.999211854,,,,,,
Trinity Foley,1800113100,Multifamily Housing,249 River Street,125000,Multifamily Housing,6904103.7,0.351599446,0.618186702,,,,,,,42
Trinity Franklin Hill Phase One LP,1604854012,Multifamily Housing,99-113 Shandon Road,94855,Multifamily Housing,5678404.6,0.212798561,0.768915058,,,,,,,60
Trinity Mattapan Heights 5,1800113800,Multifamily Housing,229A River St,74698,Multifamily Housing,3673705.4,0.167652912,0.817940246,,,,,,,97
Trinity Place Condominium,401053010,Multifamily Housing,1 Huntington Ave.,177636,"Multifamily Housing, Other - Services, Parking, Restaurant",22137848.1,0.392778412,0.107990067,0.465323186,,,,,,1
TROTTER,1203275000,K-12 School,135 Humboldt Ave.,79600,K-12 School,6347612.3,0.224612966,0.756085418,,,,,,,44
Troy Boston - 24030,03 06577-000,Multifamily Housing,55 Traveler Street,361800,"Food Service, Multifamily Housing, Parking, Restaurant, Swimming Pool",16486477.3,0.477404502,,,,,,,,91
Tudor Place Condominium,600685010,Multifamily Housing,157 W. 6th St.,60000,Multifamily Housing,2959417.9,0.354111472,0.615458871,,,,,,,91
Tufts Medical Center,305367000,Hospital (General Medical & Surgical),800 Washington St,1829394,"Data Center, Hospital (General Medical & Surgical), Parking",297736558.2,0.370722159,0.00833287,0.588553279,,,,,,90
Twenty Two Liberty,602671019,Multifamily Housing,22 Liberty Drive,222191,Multifamily Housing,14465168,0.219188935,0.761975582,,,,,,,64
Twenty-One Beacon Condominium,302807000,Multifamily Housing,21 Beacon Street,94785,"Convenience Store without Gas Station, Multifamily Housing, Office, Other - Restaurant/Bar",15881418.4,0.09199261,0.90010221,,,,,,,18
Two Financial Center,304300010,Office,60 South Street,234475,"Office, Parking",21045196,0.920867416,,,,,,,,41
"Two Hundred Mortgage Associates, L.P.",0304042000 0304043010 0304044000,Office,200 High Street,96393,Office,8927684.1,0.842247793,0.085375601,,,,,,,
Two International Place,0304071000 0304060010,Office,Two International Place,851195,"Bank Branch, Data Center, Fitness Center/Health Club/Gym, Office, Other - Mall, Parking, Repair Services (Vehicle, Shoe, Locksmith, etc.), Restaurant",65572230.1,0.920867413,,,,,,,,62
Two Twenty Two Berkeley,401096000,Office,222 Berkeley Street,579016,"Bank Branch, Fast Food Restaurant, Office, Parking, Restaurant, Retail Store",27716416,0.920867415,,,,,,,,75
TYNAN,602270000,K-12 School,650 E. Fourth St.,120000,K-12 School,8831970.7,0.190252218,0.793398884,,,,,,,56
UE Apartments,1101626000,Multifamily Housing,2014-2030 Columbus Ave,38720,"Multifamily Housing, Parking",3186013.7,0.459374894,0.50114976,,,,,,,13
U-Haul Storage at Rusfield St (837054/837065),800969000,Self-Storage Facility,15 Rusfield,127500,Self-Storage Facility,2283780.6,0.405635811,0.559506811,,,,,,,
Ulin House: 30 Wallingford Rd.,2102565015,Multifamily Housing,30 Wallingford Rd,140889,Multifamily Housing,12239409.7,0.182694882,0.801605669,,,,,,,80
UMANA,103668000,K-12 School,312 Border St.,169000,"K-12 School, Swimming Pool",25001463.5,0.064585144,0.929864882,,,,,,,16
UniFirst Corporation,703638000,Manufacturing/Industrial Plant,78 - 80 East Cottage Street,45000,Manufacturing/Industrial Plant,2541632.9,0.92086741,,,,,,,,
Union Square Condo Trust,2201749000,Multifamily Housing,15 N-Beacon St,228988,Multifamily Housing,19810734.5,0.216261298,0.76515479,,,,,,,32
Union Wharf Condominiums,303038200,Multifamily Housing,343 Commercial Street,250000,"Multifamily Housing, Swimming Pool",3674548.5,0.425465135,0.53797355,,,,,,,
Unitarian Universalist Association,602664000,Office,24 Farnsworth Street,74500,Office,7177031.6,0.442737546,0.519216844,,,,,,,36
Uphams Corner (Whole Building Tracking): 530 Columbia Road (Whole Building Tr...,1301316010,Multifamily Housing,530 Columbia Road,60843,Multifamily Housing,2561378.3,0.4196962,0.544238233,,,,,,,97
"Upham's Corner Health Committee, Inc.",1502977000,Urgent Care/Clinic/Other Outpatient,415 Columbia Rd.,38796,Urgent Care/Clinic/Other Outpatient,2979640.7,0.712187694,0.226612088,,,,,,,
Uphams Corner: 614 Columbia Rd,703892012,Multifamily Housing,614 Columbia Rd,60348,Multifamily Housing,2843972.5,0.416418457,0.547797667,,,,,,,68
Upper School - Catholic Memorial,2008916000,K-12 School,235 Baker Street,91425,K-12 School,5983327.5,0.210839556,0.771042401,,,,,,,83
Van Ness Terrace,1200280000,Multifamily Housing,238 Warren Street,66383,Multifamily Housing,3417505.6,0.196448459,0.786670225,,,,,,,89
VBC Apartments,1202455010,Multifamily Housing,495 Blue Hill Ave.,35772,Multifamily Housing,1976603.1,0.172192966,0.813010058,,,,,,,88
Veronica Smith Senior Center,2205513000,Other,20 Chestnut Hill Ave,13100,Other,1150196.8,0.190932621,0.792660004,,,,,,,
Vertex ONE,602671015,Laboratory,50 Northern Ave,585239,"Laboratory, Parking, Retail Store",77920770.3,0.478090204,0.480826232,,,,,,,
Vertex TWO,602671017,Laboratory,11 Fan Pier Blvd.,516693,Laboratory,75805955,0.5408294,0.41269569,,,,,,,
VIA Seaport Residences - Whole Building Meters,602671035,Multifamily Housing,5 Fan Pier Blvd,330550,Multifamily Housing,37452317.7,0.272058776,0.704562495,,,,,,,20
Victory Gardens Apartments: 54 Orleans Street,105343100,Multifamily Housing,54 Orleans St,78545,Multifamily Housing,3883304.8,0.32018375,0.652302055,,,,,,,83
Village at Chestnut Hill,2007833020,Strip Mall,631 VFW Parkway,70042,"Medical Office, Parking, Strip Mall",6842668.1,0.846130581,0.081159161,,,,,,,
Vine Street Community Center,802700000,Other - Recreation,339 Dudley St,25000,Other - Recreation,1181136.6,0.466763142,0.493126705,,,,,,,
Viviendas: 100 West Dedham,900080000,Multifamily Housing,100 West Dedham,63968,Multifamily Housing,5579480.7,0.23700369,0.742629973,,,,,,,51
Walbridge Brainerd,2101463000,Multifamily Housing,25 Walbridge St,24700,Multifamily Housing,4427718,0.089132608,0.903208018,,,,,,,1
Walbridge/Commonwealth Assoc LLC: 1350 Commonwealth Avenue,2101454000,Multifamily Housing,1350 Commonwealth Avenue,29096,Multifamily Housing,1413694.6,0.105099712,0.885868773,,,,,,,93
Walker Building,500043011,College/University,120 Boylston St,176296,College/University,18888546.6,0.567179146,,0.384081637,,,,,,
Walnut Washington,1101620000,Multifamily Housing,361-363 Walnut Ave,27261,Multifamily Housing,1889220,0.18376647,0.800442034,,,,,,,79
Wang Theatre,305651000,Performing Arts,270 Tremont Street,88434,Performing Arts,9811943.4,0.496068431,0.025135316,0.436167793,,,,,,
Wardman,1101661000; 1101662000; 1101663000; 1101664000; 1101665000,Multifamily Housing,19 Wardman Road,80055,Multifamily Housing,6812546.6,0.209687828,0.772293139,,,,,,,44
Warehouse,1101222000,College/University,76 Atherton Street,140197,College/University,6626011.5,0.115200144,0.874900413,,,,,,,
WARREN PRESCOTT,200276000,K-12 School,50 School St.,59330,K-12 School,3145723.8,0.142551053,0.845199188,,,,,,,86
Washington Associates LLC: 116 Washington Street,2101900000,Multifamily Housing,116 Washington Street,22400,Multifamily Housing,2532373.8,0.11429137,,,,,,,,71
Washington Beech - 4560 WASHINGTON ST,1806017110,Multifamily Housing,4560 WASHINGTON ST,79766,Multifamily Housing,2692987.9,0.24066218,0.738657125,,,,,,,100
Washington Jewelers Building,304734000,Office,373-387 Washington St.,118094,"Office, Retail Store",7925201.4,0.365413877,0.015811144,,,,,,,
Washington Park,1201990000,Multifamily Housing,25-33 Wyoming Street,52416,Multifamily Housing,4301668.7,0.212021719,0.769758722,,,,,,,28
Washington Square Condominium,2101724000,Multifamily Housing,"309 -  313 Allston St., and 1560 - 1576 Commonwealth Ave.",154240,Multifamily Housing,1829276,0.745984276,0.1899112,,,,,,,100
Washington Street Boston LP,304486000,Office,600 Washington Street,251464,"Office, Other",22949997.1,0.398663815,0.013334076,,,,,,,70
Washington Street Bus Lot,801946000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000 Washington St,65848,"Parking, Repair Services (Vehicle, Shoe, Locksmith, etc.)",Not Available,,,,,,,,,
Waterside Place,602678015,Multifamily Housing,505 Congress Street,342500,"Multifamily Housing, Parking",14605289.6,0.648595911,0.295668516,,,,,,,66
Waterview - 1350 Columbia Rd,701436000,Multifamily Housing,1350 Columbia Rd,41739,Multifamily Housing,2573827.1,0.201019718,0.78170616,,,,,,,83
Waterworks (Watermark): 2400 Beacon Street,2102439200,Multifamily Housing,2400 Beacon Street,187885,Multifamily Housing,8305478.3,0.382092031,0.585073782,,,,,,,88
Waterworks (Whitehall): 2420 Beacon Street,2102439060,Multifamily Housing,2420 Beacon Street,61123,Multifamily Housing,2374440.1,0.414135177,0.550277137,,,,,,,92
Waverly,2200716000,Multifamily Housing,9 Bronsdon Street,96236,Multifamily Housing,9431766.1,0.208276559,0.773825668,,,,,,,18
Waverly Arms Condominium,2200650000,Multifamily Housing,26 Waverly St,35624,Multifamily Housing,2146093.4,0.188609887,,,,,,,,86
Wayne at Franklin Hill: Wayne at Franklin Hill,1404338000,Multifamily Housing,140 American Legion Highway,78266,Multifamily Housing,5962874.7,0.183742625,0.800467902,,,,,,,67
WBZ TV,2200551000,Other,1170 Soldiers Field Road,97056,"Other, Parking",18378337.8,0.604330982,0.343737245,,,,,,,
Weld Hill Research and Admin Building,2005207000,College/University,1300 Centre Street,40000,College/University,Not Available,,,,,,,,,
Wentworth Institute of Technology,402024000 402025000 401826000 402037001 401810000 401833000 401832000 401831000 401830000 401815000 401814000 401812000 401811000 401816000 401817000 401819000 402044000 402045000 902907000 402031000 401822000,College/University,550 Huntington Ave.,1395494,"College/University, Parking",115281804.8,0.349924971,0.620005044,,,,,,,
West End Apartments - 19155,300449000,Multifamily Housing,4 Emerson Place,371580,"Multifamily Housing, Parking",29634042,0.428026608,0.535191922,,,,,,,29
West End Branch,300656000,Library,151 Cambridge St,12562,Library,806021.8,0.362476811,0.606374418,,,,,,,
West End Place,300471002;300471004,Multifamily Housing,150 Staniford Street,253957,"Multifamily Housing, Parking, Retail Store",15226544.9,0.304312404,0.669537217,,,,,,,85
West Fenway Elderly Housing: 110 Peterborough St,2100033000,Multifamily Housing,110 Peterborough St,40752,Multifamily Housing,2275261.3,0.281173252,0.694664828,,,,,,,93
West Roxbury Branch,2006569000,Library,1961 Centre St,23193,Library,1450089.7,0.216714169,0.764663041,,,,,,,
WEST ROXBURY HS,2008982000,K-12 School,1205 VFW PKWY,227030,"K-12 School, Swimming Pool",31001758.7,0.109134919,0.881486833,,,,,,,15
West Square,601509010,Multifamily Housing,320 D St,351089,Multifamily Housing,11468165.6,0.42295734,0.540696796,,,,,,,98
West Street,304818000,Office,33 and 41 West Street,42649,Office,1064855354,0.000865923,,0.999059666,,,,,,1
Westland Ave Apartments,401512000,Multifamily Housing,65 Westland Ave,114949,Multifamily Housing,5716315.1,0.169895549,0.815504905,,,,,,,96
Westland Ave Garage,401460000,Supermarket/Grocery Store,35 Westland Ave,18175,"Parking, Supermarket/Grocery Store",9927143.8,0.630233342,0.315609038,,,,,,,2
Westside Crossing,601520004,Multifamily Housing,339 D St,41760,Multifamily Housing,993168,0.445769004,0.515924899,,,,,,,100
WHEATLEY,1200044000,K-12 School,20 Kearsarge Ave.,55351,K-12 School,2683058.9,0.224625233,0.756072109,,,,,,,85
Whittier Place Condominium,300450000,Multifamily Housing,6 Whittier Place,696351,Multifamily Housing,46043240.4,0.425275617,0.53817932,,,,,,,26
Wilder Gardens,1400731000,Multifamily Housing,36 Bishop Joe L. Smith Way,70756,Multifamily Housing,4997074.8,0.239249312,0.740191382,,,,,,,84
Wilder House,2200530000,Office,680 Soldiers Field Road,6377,Office,386258.4,0.168319685,,0.817216402,,,,,,94
Wilkes Passage Condominium Trust,306010010,Multifamily Housing,1313 Washington Street,287000,Multifamily Housing,15081760,0.398425898,0.567336299,,,,,,,79
William J. Devine Golf Course,1203486000,Other - Recreation,1 Circuit Drive,14000,Other - Recreation,1883782.2,0.312768557,0.660354472,,,,,,,
WILSON,1704353000,K-12 School,18 Croftland Ave,97130,K-12 School,6674808,0.129918494,0.858917275,,,,,,,70
Windsor Place Condominium,503810000,Multifamily Housing,"388, 390 and 396 Commonwealth Avenue",120295,"Multifamily Housing, Office",9143362.9,0.31390262,0.659122914,,,,,,,65
Winhall Liberty LLC,303877000,Office,87 Kilby Street,67609,Office,Not Available,,,,,,,,,
